"[""let's see. Bangalore roads, Mumbai weather, Delhi in general #ihate @s4sukhdeep: Bangalore Weather. Mumbai People. Delhi Monuments. #ilove""]",positive
"['Pleasant weather in Delhi, thunderstorm likely - Delhi saw pleasant weather Saturday morning and the met office said...http://bit.ly/9H7rak']",positive
"[""is headin to delhi for a day or two. How's the weather in delhi?""]",positive
"['The best source to know weather in Delhi, NCR is twitter. No one tweets like delhi junta about weather. #DelhiRain']",positive
"[""You're missing out on something if you're driving with the ac on. Enjoy the rare burst of pleasant weather in Delhi :)""]",positive
['cool weather enjoy... miracle this kind of weather in delhi'],positive
"['The best source to know weather in Delhi, NCR is twitter. No one tweets like delhi junta about weather. #DelhiRain']",positive
"[""You're missing out on something if you're driving with the ac on. Enjoy the rare burst of pleasant weather in Delhi :)""]",positive
['cool weather enjoy... miracle this kind of weather in delhi'],positive
"['Muggy weather in Delhi, rains likely http://toi.in/bT7XWY']",positive
['Went for a long walk in the evening. Lovely weather in Delhi today.'],positive
['Loving the weather in delhi'],positive
['Beautiful weather in Delhi....Anyone staying indoors: GET OUT'],positive
"[""Dear Delhi folks, what's the weather in delhi like at this point in time?""]",positive
"[""It's rainy again today. I love it. I would choose this kind of weather over Delhi's usual heat and cold any day.""]",positive
"[""How's the weather in Delhi, by the way? Please tell me it's not raining.""]",positive
"[""How's the weather in Delhi, by the way? Please tell me it's not raining.""]",positive
"['Weather in Delhi, Delhi: Partly Cloudy | 32\xc2\xb0 C']",positive
"['Weather wise Delhi and Pune are almost same today, except for humidity in Pune is nearly twice that of Delhi. 62:35']",positive
"[""Cheers! RT @praval: Nice weather in Delhi today. Perfect to jump off the bed, pick up your car's keys and go for a drive. Beer is a must!""]",positive
['I intend to have a cool weather in Delhi for the coming three days.'],positive
['Bangalore_Weather = !(Delhi_Weather)'],positive
"['Lovely, sunny, not very hot weather in Delhi. I want to play cricket. I do']",positive
['GM RT @abhijitdg: Good morning. Enjoy the day. Lovely weather in Delhi'],positive
"['to match this weather in Delhi , listening to songs of dil to pagal hai']",positive
['The weather in Delhi right now is nothing short of orgasmic.'],positive
['Good weather for Delhi today. I was expecting fog today after less cold yesterday.'],positive
['Brilliant weather in Delhi. Love the chill in the air.'],positive
['The weather in delhi is getting awesomer day by day :D Time to take out jackets and hoodies soon! @SakshiKumar'],positive
['The weather is Delhi has improved so much that the cooler feels like an AC now.'],positive
"[""but #mumbai got better now with #rain RT @ReemaKapur: It's a good weather in Delhi""]",positive
['Weather in Delhi is cool today :) Enjoying'],positive
['Lovely weather in Delhi today. For a change did not want to reach the destination. Wish the path never ended.'],positive
['Lovely weather in Delhi to go out. Had a great time roaming around.'],positive
"['Muggy weather in Delhi, rains likely http://bit.ly/9qep5v']",positive
['then sunshine for the next 5 days BBC Weather | Delhi http://goo.gl/WofI'],positive
['Lovely weather in delhi! And santa left chocolates and flowers on my bed!!'],positive
"[""Heavy rain on d way 2 delhi, how's d weather in delhi?""]",positive
['Great weather in Delhi- very inspiring to work:) and love the jackets all out)'],positive
"['weather in Delhi is getting that ""coldtinge"" in the air , some catalyst for a morning walk']",positive
"[""I guess it's time to polish my British accent, with all this rain and damp weather Delhi is no less than London..""]",positive
"[""It's a nice weather in Delhi today. Perfect to jump off the bed, pick up your car's keys and go for a drive. Beer is a must! #fb""]",positive
['Morning all. Perfect weather in Delhi to be watching a game of cricket sipping tea.'],positive
['Muggy weather in Delhi but rains expected - Delhi saw muggy weather Saturday morning with the minimum temperature...http://bit.ly/acZiK8'],positive
"[""It's running weather in Delhi: John http://bit.ly/cLUcS4 #bollywood""]",positive
['Awesome weather in Delhi. Sigh only if it could be enjoyed.'],positive
"[""It's running weather in Delhi: John http://bit.ly/cLUcS4 #bollywood""]",positive
"['Hi friends,hope alz gr8. Weather in Delhi turns chilly. Freezing today. Or maybe its just me.']",positive
"[""It's running weather in Delhi: John http://bit.ly/cLUcS4 #bollywood""]",positive
"['What brilliant weather in delhi now. Blue sky, cold air, gamely trying sun.... Perfectomundo.']",positive
['Amazing weather in delhi'],positive
"['The weather in Delhi, this time of the year - awesome possum']",positive
"['Hey guys,guess what,due to turbulent weather in Delhi,the flight has been diverted to Jaipur.Just landed in the pink city.']",positive
"['Going by the weather in Delhi/NCR, it is the best time to hold any sporting event. Fantastic gorgeous autumn morning']",positive
['Beautiful weather in Delhi today. Just perfect!'],positive
['looks better ... BBC Weather | Delhi http://news.bbc.co.uk/weather/forecast/1291?&search=delhi&itemsPerPage=10\xc2\xaeion=world&area=Delhi'],positive
['Good morning....the weather in Delhi turned from Hot to cool'],positive
['Love this pleasant weather in delhi.. Hope it stays this way thoughout the day'],positive
"['Hot and humid weather makes Delhi fret - Delhi woke up to a hot and humid morning Thursday. The weather office has,...http://bit.ly/ciyoZE']",negative
"['Muggy weather in Delhi, rains likely http://bit.ly/auQKnZ']",positive
"['Due to weather of Delhi change in plans, I am gonna take bath thrice a week to save water. (of course I am an concerned citizen)']",positive
['I cannot believe the weather in Delhi today. Amazingamazing.'],positive
['karate kid was awesome and now the weather in delhi is even better!!'],positive
"['Muggy weather in Delhi, rains expected - Delhi saw muggy weather Friday morning with the minimum temperature a notch...http://bit.ly/bVqee1']",positive
['awsome weather in delhi now...thundering and raining..yay enjoyin it'],positive
"['Amazing, extraordinary weather in Delhi. Loving it...!']",positive
"['Lovely cool weather in Delhi this morning, dying to experience Delhi winter...']",positive
"['Just finished all interviews for the day.. Lovely weather in delhi, heading to see @iamsrk house in Panchsheel park..']",positive
['Happy diwali everyone .. A new beginning ..and the gorgeous weather in delhi helps !'],positive
['Glorious weather in Delhi. The breeze comes free. Tree leaves paint a million sighs.'],positive
"['The weather in Delhi: Deewana hua badal, sawan ki ghata chhayi...']",positive
['Pujo greetings to all! A very happy Shashti..! Lovely weather in Delhi for the onset of Durga Puja..'],positive
"['From hot, sunny weather in Delhi to monsoon madness in Mumbai.. Less than a 2hr journey but feels like a diff country! Beautiful India!\xe2\x98\xba']",positive
"['Lovely weather in Delhi, btw. Very similar to the Argentine GP climes of yore. #f1']",positive
"[""Anna Hazare's move to go on fast from Dec.27 dependent on passing of Lokpal Bill & weather in Delhi: Arvind Kejriwal""]",positive
['Clooney weather Delhi. Seems like rain soon.'],positive
['Cloudy Clooney weather in Delhi :)'],positive
"['#Happiness is tweeting about the fabulous weather in Delhi, and knowing that most of your are not similarly blessed!!! Hahaha,']",positive
['Clooney weather in Delhi. Again :)'],positive
['What Clooney weather in Delhi. Lovely!'],positive
['#inothernews awesome weather in Delhi'],positive
['Weather Delhi | Temperature in Delhi | Delhi Weather Forecast | Delhi Weather | Temperature\xe2\x80\xa6 http://goo.gl/fb/lP7WH'],positive
['DTN India: Pleasant weather in Delhi: Met: The weather will remain pleasant as there is no prediction of either ... bit.ly/pAdUhf'],positive
"['Cricinfo weather for Delhi: ""23C, Smoke""']",positive
['Delhi Temperature Today | Temperature In Delhi Today | Weather Forecast Delhi http://dlvr.it/SRM2K'],positive
"['Glorious, glorious weather in Delhi! #OppositeDay']",positive
"['Glorious, glorious weather in Delhi! #OppositeDay']",positive
"[""Wow. Weather in Delhi is luv-erly!! So much for the extra layer of clothes I've carried.""]",positive
['It was this kind of weather in Delhi today. http://twitpic.com/5ccl5a'],positive
"[""Oh! Anna's Fast on 27th Dec dependent on Weather in Delhi? But what happenned to the slogan 'Anna Ek Aandhi hai..'""]",positive
['Morning weather in Delhi is very agreeable - moby.to/zrc2vj'],positive
['Varrnaice weather in Delhi. All you need is a bath tub full of warm coffee.'],positive
"['not saying anything. RT @LizaSaha: Purple haze sky, cool breeze, few drops of rain. Loving the weather in Delhi right now']",positive
['Exactly! I tell Sir Delhi is the most beautiful place:) @madversity: Glorious weather in Delhi. The breeze co\xe2\x80\xa6 (cont) deck.ly/~LonjM'],positive
['Awesome weather in Delhi :-) #fb'],positive
"['lovely weather in delhi again. Outside, Sipping chai (not tea), dunking biscuits, watching history lessons from iTunes U']",positive
['Awesome weather in Delhi :-) #fb'],positive
"['lovely weather in delhi again. Outside, Sipping chai (not tea), dunking biscuits, watching history lessons from iTunes U']",positive
['Yep. Lovely weather in Delhi region today.'],positive
"['Wonderful weather in Delhi today. Nice & cool, with a slight breeze. Zero humidity. Outside, its much worse though.']",positive
['Its such a *beautiful* weather in Delhi. BEAUTIFUL!'],positive
"[""@jagora Thanks for the follow, how's the weather in Delhi this morning?""]",positive
"['Hot weather in Delhi continues Wednesday: New Delhi, Oct 12 (IANS) It was a hot Wednesday in Delhi as the tempera... adf.ly/3AJrw']",positive
['Lovely weather in Delhi! Perfect day for a Race!'],positive
"[""It's nice and sunny in Jaipur... Will be driving to Delhi... hope the weather in Delhi is also nice...""]",positive
"['Dusty storm,clouds all over the sky..dusty cool weather in Delhi and NCR..some relief!']",positive
"['Dusty storm,clouds all over the sky..dusty cool weather in Delhi and NCR..some relief!']",positive
['The morning weather in delhi is absolute heaven. Gentle cool breeze'],positive
['weather in delhi is geting thanda day by day but during night time only...'],positive
['Woahhhh back landed back in mumbai d weather in delhi was brilliant'],positive
"[""The weather in Delhi has turned to what couples have prayed for. The rest of us, let's get back to work. No point bunking office/ college!""]",positive
"[""what am i missing! RT @krishraghav: Whatever it is you're doing to the weather, Delhi - keep doing it. It is awesome.""]",positive
"['DTN India: Sunny weather in Delhi on Republic Day (Lead): A bright, sunny day greeted Delhiites Wednesday on the... http://bit.ly/h2Njno']",positive
['Loving the weather in Delhi. Overcast and windy with a crisp chill in the air!'],positive
['+Calcutta too RT @omar1618 The weather in Delhi just turned several degrees cooler yaaaaaay'],positive
['Clooney weather in Delhi. Where is @smitaprakash'],positive
['@ShaheenAbbaz Good Morning from delhi..Its really a awesme cool weather in delhi.Its Raining..Loving it.. Have a super wonderful day'],positive
['weather in delhi <b>california</b> in <b>Travel</b> articles http://goo.gl/fb/oBk3Y'],positive
"['Surprisingly #AnnaHazare has not called the cold weather of Delhi, as a conspiracy by d Govt to stop him frm sitting on fast. #Lokpal #MMRDA']",positive
"['I like @nityabudhraja\'s ""The weather in delhi can not get be..."" tip http://ftt.nu/3am4x in TipTop at http://ftt.nu/40i2q for ""weather in""']",positive
"[""What gray weather in Delhi! I feel like I'm in London though thankfully Delhi days start much later thank god!""]",positive
['Weather in Delhi is changing. Loving this weather. :)'],positive
['Nice to be back to the wet weather here from the hot and humid weather in Delhi!'],negative
['Depressing weather in Delhi again. No sun.'],positive
['Clear weather delhi !'],positive
['Delhi Weather => Delhi girls. #hot #justsaying.'],positive
['Nice weather in delhi (@ ATS Services Pvt. Ltd.) http://4sq.com/pT6ef5'],positive
"[""Don't be fooled by clouds in sky. Its the same pathetically hot weather in Delhi even now.""]",negative
['RT @Sonakshi_y: And its OFFICIAL! The pleasant weather in Delhi is GONE! Winter haters go burn now!'],positive
"[""So now the flight lands in Nagpur..bad weather in Delhi ....c'est la vie""]",positive
['Auto rides in beautiful rains. Awesome weather in Delhi.'],positive
['Lovely rainy weather in Delhi-Gurgaon but traffic playing spoilsport!'],positive
"[""Weather News: Cool weather greets Delhi on Valentine's Day: The minimum temperature rose further from yest... http://tinyurl.com/6dfx5e3""]",positive
"['This is the most confusing weather in Delhi. Turn the fan off, or take the blanket off? Decisions decisions.']",positive
['From the steamy weather in Delhi to the lovely weather in Bangalore. The weekend begins.'],positive
"['first time online since sunday...checking in. in france, weird muggy weather and off for some more muggy weather - delhi on friday....']",positive
"[""'Chai-pakode' type weather in Delhi. me loves it.""]",positive
['Heavy weather in Delhi?:-)'],positive
['Nice weather for Delhi morning'],positive
"[""Cool weather greets Delhi on Valentine's Day: New Delhi, Feb 14 : Overcast skies and a cool breeze today c... http://tinyurl.com/4dkokep""]",positive
['Such lovely weather in Delhi today! Take a deep breathe aaaaaaaaaaaaaaaaaaaah wah wah wah'],positive
"[""How's the weather in Delhi???#help""]",positive
"['Chandigarh has all the good weather, Delhi is just cursed. Thanks to overdressed aunties.']",positive
['One of many reasons why I love this weather in Delhi! #having pic.twitter.com/Erj5Iq7C'],positive
"[""@ashnid1 Hello. How's the weather in Delhi?""]",positive
['The weather in Delhi just turned several degrees cooler yaaaaaay'],positive
['Brilliant weather in Delhi n should just be this way and not pour and rain heavy!!'],positive
"['Dear weather of Delhi, please decide whether you want to be hot or cold. #kthnxbai']",positive
"[""What's with the weather in Delhi, man? Even the animals are perspiring here.""]",positive
"['Today, weather of Delhi was like 2 mins outside were enough to drown in your sweat.']",positive
"[""#Kejriwal: #Anna will most likely fast in #Mumbai's #AzadMaidan because of the weather in Delhi""]",positive
['Not the most exciting weather at Delhi.'],positive
['Travelling in the midst of a mini storm. What fab weather in Delhi!'],positive
"[""It looks like the weather in Delhi is now inspired by that in Mumbai. That's what I can say looking from here http://lockerz.com/s/120652733""]",positive
"['It showed that flight is from Bombay to Delhi, has free food, gate numbers, weather in Delhi and so on. Loved it.']",positive
['Glorious weather in Delhi. Best time of the year and my 3G on AirTel has started. Excellent!'],positive
"[""Lovely weather in Delhi, there's still a chill in the air at night.""]",positive
['Put Bombay people and Bangalore weather and Delhi would be the most amazing place to spend your life.'],positive
['Woke up to awesome weather in Delhi. Seems it has rained somewhere close by.'],positive
"[""@sonica00 Good morning! I hope it's chilly weather in Delhi today. (I'd never thought I'd say that to someone). How are you? Nice day to you""]",positive
"['Purple haze sky, cool breeze, few drops of rain. Loving the weather in Delhi right now']",positive
['A\\#awesome weather in Delhi. Strong winds..about to rain'],positive
['Beautiful weather in Delhi today. And when the weather is so good everything around seems so good. Nature and its tricks!'],positive
['Romanchak weather in Delhi today'],positive
['Unbelievably cool weather in Delhi after the storm. A stroll around Uniworld City in the morning was delightful'],positive
['@QueenRania Good Morning from delhi..Its really a awesme cool weather in delhi.Its Raining..Loving it.. Have a super wonderful day'],positive
"['Lovely weather in Delhi and around. Try to avoid work, twitter, and news channels.']",positive
"['Awesome weather in Delhi/NCR. Romantic drizzle, cool breeze, and greenery all around.']",positive
"[""Charming weather in delhi. Feels like you're in an oven, which in turn is inside a blast furnace.""]",positive
"['And just as the politicians retire for the day, the weather in Delhi turns glorious all over again!!!!']",positive
"[""Mumbai now has Delhi's weather. Delhi right now has Alaska's weather. If Al Gore is right, in few years, Alaska'll have Mumbai's weather.""]",positive
"['""Ah, nice weather"" - Delhi people, 12\xc2\xb0C. ""OMG IT\'S SO COLD LET ME WEAR ALL MY WINTER CLOTHES OR I\'M GONNA DIE!"" - Mumbai people, 24\xc2\xb0C.']",positive
['Whats up with this weather in Delhi!!!? Crazy.'],positive
['Just landed in Mumbai. Right now the weather in Delhi > weather here.'],positive
"['Lovely weather in Delhi. Like someone once said, ""there is a nipple in the air.""']",positive
"[""What fantastic weather in delhi!!! Cool breeze on a warm day! It's shopping time At the emporio! :)""]",positive
['Back on the train. The weather in Delhi is getting really warm again! :/ (at Old Delhi Railway Station) \xe2\x80\x94 path.com/p/4iWGwW'],positive
['rabbits weather in delhi.'],positive
['Beautiful beautiful weather in Delhi!'],positive
['Wow. The weather in Delhi is so awesum yaaa. <3'],positive
['Awesome weather in Delhi. <3. Hot and humid nonetheless.'],positive
['The weather in Delhi today is not exactly conducive for penguins'],positive
"['Self hypnosis RT @fakingnews Awesome weather in Delhi/NCR. Romantic drizzle, cool breeze, and greenery all around.']",positive
['Crazy weather in Delhi. Dust storm and all that.'],positive
"[""It's the 'Nipples can cut glass' weather in Delhi""]",positive
['Mumbai: Traffucked! Bangalore: Making love with the weather. Delhi: WTF metro? Kolkata: Cholbe na! #Morningupdatefromthenation.'],positive
"[""Mumbai now has Delhi's weather.Delhi rt now has AK's weather.If Al Gore is rt, in few years,Alaska'll have Mumbai's weather. RT @amitanam""]",positive
['Interesting weather in Delhi. Guess the gods had Thums Up and thought ki aaj kuchh toofani karte hain.'],positive
"[""Today's weather in Delhi can make tourists behave like a retard. cc: @SenRehmanMalik""]",positive
"[""Bangalore weather to Delhi weather: I'm back, baby! Oh, and btw, summer's coming! RT @duak: Dear Bangalore Suck on it. - Delhi weather""]",positive
['Perfect flu weather in Delhi.'],positive
['Nice weather in Delhi.'],positive
"[""Don't know if this is winter, but the weather in Delhi has changed for the better over the last two days. Cooler mornings and nights, yes.""]",positive
['Strange weather in Delhi. Windy as hell. Perhaps Awesum <3 too.'],positive
"['Weather in Delhi isn\'t bad. Not ""Awesum <3"" either.']",positive
['Nice weather in Delhi'],positive
"['It is Test match weather in Delhi. Alas, the game is in Kolkata']",positive
['Fantastic gloomy weather in Delhi. Here with @pearlofficial for the Red Bull 3style Finals.'],positive
"[""The weather in Delhi today: You shiver in the dark/It's raining in the park meantime...""]",positive
['#MaushiChiGaand weather in Delhi.'],positive
"[""It's driving weather in delhi!""]",positive
['Lovely weather in Delhi. Just right for Tum Jo mil gaye ho by Madan Mohan'],positive
['Awesome weather in Delhi and we look forward to an Awesome Night at @thebluefrog See you Pretty People Soon!!!'],positive
"['Go go Delhi, vote.. RT @buzzindelhi: Great weather in Delhi to go out and vote #MCD2012']",positive
